PathId,Host,Universe,ChannelStart,Fixture0,Fixture1,DistanceFt
0,192.168.0.220,1,1,391,390,8.54401
0,192.168.0.220,1,1,390,389,8.544003
0,192.168.0.220,1,1,389,388,8.544003
0,192.168.0.220,1,1,388,387,8.544011
0,192.168.0.220,1,1,387,386,8.544006
0,192.168.0.220,1,1,386,385,8.544006
0,192.168.0.220,1,1,385,384,8.544
0,192.168.0.220,1,1,384,383,8.544018
0,192.168.0.220,1,1,383,382,8.544004
0,192.168.0.220,1,1,382,381,8.544024
0,192.168.0.220,1,1,381,380,8.543998
0,192.168.0.220,1,1,380,379,8.544006
0,192.168.0.220,1,1,379,378,8.544013
0,192.168.0.220,1,1,378,377,8.544006
0,192.168.0.220,1,1,377,376,8.544034
0,192.168.0.220,1,1,376,375,8.544017
0,192.168.0.220,1,1,375,374,8.544019
1,192.168.0.220,2,379,323,322,8.788581
1,192.168.0.220,2,379,322,321,8.788577
1,192.168.0.220,2,379,321,320,8.788588
1,192.168.0.220,2,379,320,319,8.788576
1,192.168.0.220,2,379,319,318,8.788577
1,192.168.0.220,2,379,318,317,8.788581
1,192.168.0.220,2,379,317,316,8.788573
1,192.168.0.220,2,379,316,315,8.788589
1,192.168.0.220,2,379,315,314,8.78857
1,192.168.0.220,2,379,314,313,8.788591
1,192.168.0.220,2,379,313,312,8.788568
1,192.168.0.220,2,379,312,311,8.788572
1,192.168.0.220,2,379,311,310,8.78857
1,192.168.0.220,2,379,310,309,8.788568
1,192.168.0.220,2,379,309,308,8.788568
2,192.168.0.220,3,211,263,262,9.108187
2,192.168.0.220,3,211,262,261,9.108191
2,192.168.0.220,3,211,261,260,9.108193
2,192.168.0.220,3,211,260,259,9.108187
2,192.168.0.220,3,211,259,258,9.108184
2,192.168.0.220,3,211,258,257,9.108195
2,192.168.0.220,3,211,257,256,9.108184
2,192.168.0.220,3,211,256,255,9.108195
2,192.168.0.220,3,211,255,254,9.108192
2,192.168.0.220,3,211,254,253,9.108187
2,192.168.0.220,3,211,253,252,9.108191
2,192.168.0.220,3,211,252,251,9.108189
2,192.168.0.220,3,211,251,250,9.10819
3,192.168.0.220,4,1,209,208,8.749361
3,192.168.0.220,4,1,208,207,8.749364
3,192.168.0.220,4,1,207,206,8.749353
3,192.168.0.220,4,1,206,205,8.749372
3,192.168.0.220,4,1,205,204,8.749355
3,192.168.0.220,4,1,204,203,8.749357
3,192.168.0.220,4,1,203,202,8.749351
3,192.168.0.220,4,1,202,201,8.749363
3,192.168.0.220,4,1,201,200,8.749359
3,192.168.0.220,4,1,200,199,8.749359
3,192.168.0.220,4,1,199,198,8.74936
3,192.168.0.220,4,1,198,197,8.749362
4,192.168.0.221,1,274,161,160,9.156539
4,192.168.0.221,1,274,160,159,9.156539
4,192.168.0.221,1,274,159,158,9.156549
4,192.168.0.221,1,274,158,157,9.156535
4,192.168.0.221,1,274,157,156,9.156539
4,192.168.0.221,1,274,156,155,9.156541
4,192.168.0.221,1,274,155,154,9.156538
4,192.168.0.221,1,274,154,153,9.15653
4,192.168.0.221,1,274,153,152,9.156544
4,192.168.0.221,1,274,152,151,9.156539
5,192.168.0.221,2,1,119,118,8.683442
5,192.168.0.221,2,1,118,117,8.683439
5,192.168.0.221,2,1,117,116,8.683445
