PathId,Host,Universe,ChannelStart,Fixture0,Fixture1,DistanceFt
0,192.168.0.220,1,1,391,390,8.544001
0,192.168.0.220,1,1,390,389,8.543998
0,192.168.0.220,1,1,389,388,8.543998
0,192.168.0.220,1,1,388,387,8.543996
0,192.168.0.220,1,1,387,386,8.544003
0,192.168.0.220,1,1,386,385,8.543999
0,192.168.0.220,1,1,385,384,8.543996
0,192.168.0.220,1,1,384,383,8.544004
0,192.168.0.220,1,1,383,382,8.543991
0,192.168.0.220,1,1,382,381,8.544015
0,192.168.0.220,1,1,381,380,8.543994
0,192.168.0.220,1,1,380,379,8.543998
0,192.168.0.220,1,1,379,378,8.54401
0,192.168.0.220,1,1,378,377,8.544002
0,192.168.0.220,1,1,377,376,8.544019
0,192.168.0.220,1,1,376,375,8.544009
0,192.168.0.220,1,1,375,374,8.544011
1,192.168.0.220,2,379,323,322,8.788572
1,192.168.0.220,2,379,322,321,8.788569
1,192.168.0.220,2,379,321,320,8.788577
1,192.168.0.220,2,379,320,319,8.788568
1,192.168.0.220,2,379,319,318,8.788566
1,192.168.0.220,2,379,318,317,8.788581
1,192.168.0.220,2,379,317,316,8.788566
1,192.168.0.220,2,379,316,315,8.788571
1,192.168.0.220,2,379,315,314,8.788565
1,192.168.0.220,2,379,314,313,8.78858
1,192.168.0.220,2,379,313,312,8.788567
1,192.168.0.220,2,379,312,311,8.788561
1,192.168.0.220,2,379,311,310,8.788564
1,192.168.0.220,2,379,310,309,8.78856
1,192.168.0.220,2,379,309,308,8.788561
2,192.168.0.220,3,211,263,262,9.108179
2,192.168.0.220,3,211,262,261,9.108183
2,192.168.0.220,3,211,261,260,9.108181
2,192.168.0.220,3,211,260,259,9.108181
2,192.168.0.220,3,211,259,258,9.108173
2,192.168.0.220,3,211,258,257,9.108187
2,192.168.0.220,3,211,257,256,9.10818
2,192.168.0.220,3,211,256,255,9.108185
2,192.168.0.220,3,211,255,254,9.108178
2,192.168.0.220,3,211,254,253,9.108181
2,192.168.0.220,3,211,253,252,9.10818
2,192.168.0.220,3,211,252,251,9.108183
2,192.168.0.220,3,211,251,250,9.10818
3,192.168.0.220,4,1,209,208,8.749353
3,192.168.0.220,4,1,208,207,8.749354
3,192.168.0.220,4,1,207,206,8.749347
3,192.168.0.220,4,1,206,205,8.749359
3,192.168.0.220,4,1,205,204,8.749349
3,192.168.0.220,4,1,204,203,8.749351
3,192.168.0.220,4,1,203,202,8.749346
3,192.168.0.220,4,1,202,201,8.749354
3,192.168.0.220,4,1,201,200,8.749347
3,192.168.0.220,4,1,200,199,8.749352
3,192.168.0.220,4,1,199,198,8.749352
3,192.168.0.220,4,1,198,197,8.749352
4,192.168.0.221,1,274,161,160,9.156531
4,192.168.0.221,1,274,160,159,9.156529
4,192.168.0.221,1,274,159,158,9.156537
4,192.168.0.221,1,274,158,157,9.156529
4,192.168.0.221,1,274,157,156,9.15653
4,192.168.0.221,1,274,156,155,9.156532
4,192.168.0.221,1,274,155,154,9.156533
4,192.168.0.221,1,274,154,153,9.156518
4,192.168.0.221,1,274,153,152,9.156536
4,192.168.0.221,1,274,152,151,9.156529
5,192.168.0.221,2,1,119,118,8.683434
5,192.168.0.221,2,1,118,117,8.683434
5,192.168.0.221,2,1,117,116,8.683437
5,192.168.0.221,2,1,116,115,8.683437
5,192.168.0.221,2,1,115,114,8.683433
5,192.168.0.221,2,1,114,113,8.683437
5,192.168.0.221,2,1,113,112,8.683437
5,192.168.0.221,2,1,112,111,8.683438
5,192.168.0.221,2,1,111,110,8.683441
6,192.168.0.221,3,211,83,82,9.244874
6,192.168.0.221,3,211,82,81,9.244866
6,192.168.0.221,3,211,81,80,9.24487
6,192.168.0.221,3,211,80,79,9.24487
6,192.168.0.221,3,211,79,78,9.244871
6,192.168.0.221,3,211,78,77,9.24487
6,192.168.0.221,3,211,77,76,9.24487
6,192.168.0.221,3,211,76,47,8.595836
6,192.168.0.221,3,211,47,48,8.550068
6,192.168.0.221,3,211,48,49,8.550067
6,192.168.0.221,3,211,49,50,8.550067
6,192.168.0.221,3,211,50,51,8.550067
6,192.168.0.221,3,211,51,52,8.550067
6,192.168.0.221,3,211,52,53,8.550068
7,192.168.0.221,4,22,29,28,9.459371
7,192.168.0.221,4,22,28,27,9.459373
7,192.168.0.221,4,22,27,26,9.459373
7,192.168.0.221,4,22,26,25,9.459373
7,192.168.0.221,4,22,25,5,8.695642
7,192.168.0.221,4,22,5,6,6.124434
7,192.168.0.221,4,22,6,7,6.124435
7,192.168.0.221,4,22,7,8,6.124435
7,192.168.0.221,4,22,8,9,6.124434
8,192.168.0.222,1,232,392,393,8.543999
8,192.168.0.222,1,232,393,394,8.543998
8,192.168.0.222,1,232,394,395,8.543998
8,192.168.0.222,1,232,395,396,8.544005
8,192.168.0.222,1,232,396,397,8.543997
8,192.168.0.222,1,232,397,398,8.543998
8,192.168.0.222,1,232,398,399,8.543999
8,192.168.0.222,1,232,399,400,8.544004
8,192.168.0.222,1,232,400,401,8.543991
8,192.168.0.222,1,232,401,402,8.544003
8,192.168.0.222,1,232,402,403,8.544017
8,192.168.0.222,1,232,403,404,8.544027
8,192.168.0.222,1,232,404,405,8.544024
8,192.168.0.222,1,232,405,406,8.54403
8,192.168.0.222,1,232,406,407,8.544015
8,192.168.0.222,1,232,407,408,8.544024
8,192.168.0.222,1,232,408,409,8.544022
9,192.168.0.222,2,106,324,325,8.788571
9,192.168.0.222,2,106,325,326,8.788569
9,192.168.0.222,2,106,326,327,8.788572
9,192.168.0.222,2,106,327,328,8.788574
9,192.168.0.222,2,106,328,329,8.788575
9,192.168.0.222,2,106,329,330,8.788565
9,192.168.0.222,2,106,330,331,8.788573
9,192.168.0.222,2,106,331,332,8.788563
9,192.168.0.222,2,106,332,333,8.788577
9,192.168.0.222,2,106,333,334,8.788547
9,192.168.0.222,2,106,334,335,8.78856
9,192.168.0.222,2,106,335,336,8.788548
9,192.168.0.222,2,106,336,337,8.78855
9,192.168.0.222,2,106,337,338,8.78855
9,192.168.0.222,2,106,338,339,8.788547
10,192.168.0.222,3,442,264,265,9.108182
10,192.168.0.222,3,442,265,266,9.108183
10,192.168.0.222,3,442,266,267,9.108175
10,192.168.0.222,3,442,267,268,9.108184
10,192.168.0.222,3,442,268,269,9.108184
10,192.168.0.222,3,442,269,270,9.108179
10,192.168.0.222,3,442,270,271,9.10818
10,192.168.0.222,3,442,271,272,9.108177
10,192.168.0.222,3,442,272,273,9.108163
10,192.168.0.222,3,442,273,274,9.108165
10,192.168.0.222,3,442,274,275,9.108157
10,192.168.0.222,3,442,275,276,9.108162
10,192.168.0.222,3,442,276,277,9.108162
11,192.168.0.222,4,232,210,211,8.749352
11,192.168.0.222,4,232,211,212,8.749352
11,192.168.0.222,4,232,212,213,8.749349
11,192.168.0.222,4,232,213,214,8.749355
11,192.168.0.222,4,232,214,215,8.749352
11,192.168.0.222,4,232,215,216,8.749355
11,192.168.0.222,4,232,216,217,8.74933
11,192.168.0.222,4,232,217,218,8.749342
11,192.168.0.222,4,232,218,219,8.749331
11,192.168.0.222,4,232,219,220,8.749335
11,192.168.0.222,4,232,220,221,8.749334
11,192.168.0.222,4,232,221,222,8.749335
12,192.168.0.223,1,1,162,163,9.156529
12,192.168.0.223,1,1,163,164,9.156533
12,192.168.0.223,1,1,164,165,9.156531
12,192.168.0.223,1,1,165,166,9.156526
12,192.168.0.223,1,1,166,167,9.156538
12,192.168.0.223,1,1,167,168,9.156531
12,192.168.0.223,1,1,168,169,9.156511
12,192.168.0.223,1,1,169,170,9.156521
12,192.168.0.223,1,1,170,171,9.156515
12,192.168.0.223,1,1,171,172,9.156515
13,192.168.0.223,2,232,120,121,8.683434
13,192.168.0.223,2,232,121,122,8.683434
13,192.168.0.223,2,232,122,123,8.683436
13,192.168.0.223,2,232,123,124,8.683435
13,192.168.0.223,2,232,124,125,8.683438
13,192.168.0.223,2,232,125,126,8.683431
13,192.168.0.223,2,232,126,127,8.683442
13,192.168.0.223,2,232,127,128,8.683434
13,192.168.0.223,2,232,128,129,8.683434
14,192.168.0.223,3,442,84,85,9.244868
14,192.168.0.223,3,442,85,86,9.244873
14,192.168.0.223,3,442,86,87,9.24487
14,192.168.0.223,3,442,87,88,9.244882
14,192.168.0.223,3,442,88,89,9.244872
14,192.168.0.223,3,442,89,90,9.244868
14,192.168.0.223,3,442,90,91,9.24487
14,192.168.0.223,3,442,91,60,8.595841
14,192.168.0.223,3,442,60,59,8.550079
14,192.168.0.223,3,442,59,58,8.550074
14,192.168.0.223,3,442,58,57,8.550067
14,192.168.0.223,3,442,57,56,8.550067
14,192.168.0.223,3,442,56,55,8.550067
14,192.168.0.223,3,442,55,54,8.550069
15,192.168.0.223,4,253,30,31,9.459369
15,192.168.0.223,4,253,31,32,9.459373
15,192.168.0.223,4,253,32,33,9.45937
15,192.168.0.223,4,253,33,34,9.459373
15,192.168.0.223,4,253,34,14,8.695638
15,192.168.0.223,4,253,14,13,6.12444
15,192.168.0.223,4,253,13,12,6.124435
15,192.168.0.223,4,253,12,11,6.124435
15,192.168.0.223,4,253,11,10,6.124434
16,192.168.0.224,1,463,356,357,8.544007
16,192.168.0.224,1,463,357,358,8.544005
16,192.168.0.224,1,463,358,359,8.544006
16,192.168.0.224,1,463,359,360,8.544008
16,192.168.0.224,1,463,360,361,8.544005
16,192.168.0.224,1,463,361,362,8.544004
16,192.168.0.224,1,463,362,363,8.544002
16,192.168.0.224,1,463,363,364,8.544007
16,192.168.0.224,1,463,364,365,8.544009
16,192.168.0.224,1,463,365,366,8.544007
16,192.168.0.224,1,463,366,367,8.544008
16,192.168.0.224,1,463,367,368,8.54401
16,192.168.0.224,1,463,368,369,8.544016
16,192.168.0.224,1,463,369,370,8.544008
16,192.168.0.224,1,463,370,371,8.544012
16,192.168.0.224,1,463,371,372,8.544011
16,192.168.0.224,1,463,372,373,8.54401
17,192.168.0.224,2,337,292,293,8.788563
17,192.168.0.224,2,337,293,294,8.788561
17,192.168.0.224,2,337,294,295,8.78856
17,192.168.0.224,2,337,295,296,8.788568
17,192.168.0.224,2,337,296,297,8.788555
17,192.168.0.224,2,337,297,298,8.788558
17,192.168.0.224,2,337,298,299,8.78856
17,192.168.0.224,2,337,299,300,8.788571
17,192.168.0.224,2,337,300,301,8.788568
17,192.168.0.224,2,337,301,302,8.788548
17,192.168.0.224,2,337,302,303,8.788564
17,192.168.0.224,2,337,303,304,8.788559
17,192.168.0.224,2,337,304,305,8.788562
17,192.168.0.224,2,337,305,306,8.78856
17,192.168.0.224,2,337,306,307,8.788561
18,192.168.0.224,3,169,236,237,9.10818
18,192.168.0.224,3,169,237,238,9.108181
18,192.168.0.224,3,169,238,239,9.108179
18,192.168.0.224,3,169,239,240,9.108175
18,192.168.0.224,3,169,240,241,9.108187
18,192.168.0.224,3,169,241,242,9.108184
18,192.168.0.224,3,169,242,243,9.10818
18,192.168.0.224,3,169,243,244,9.10818
18,192.168.0.224,3,169,244,245,9.10818
18,192.168.0.224,3,169,245,246,9.108187
18,192.168.0.224,3,169,246,247,9.108178
18,192.168.0.224,3,169,247,248,9.10818
18,192.168.0.224,3,169,248,249,9.10818
19,192.168.0.224,4,463,184,185,8.749352
19,192.168.0.224,4,463,185,186,8.749352
19,192.168.0.224,4,463,186,187,8.749352
19,192.168.0.224,4,463,187,188,8.749351
19,192.168.0.224,4,463,188,189,8.749354
19,192.168.0.224,4,463,189,190,8.749346
19,192.168.0.224,4,463,190,191,8.749351
19,192.168.0.224,4,463,191,192,8.749349
19,192.168.0.224,4,463,192,193,8.749347
