PathId,Host,Universe,ChannelStart,Fixture0,Fixture1,DistanceFt
0,192.168.0.220,1,1,46,33,9.126282
0,192.168.0.220,1,1,33,20,8.540823
0,192.168.0.220,1,1,20,41,10.52706
0,192.168.0.220,1,1,41,28,8.861145
0,192.168.0.220,1,1,28,36,10.97315
0,192.168.0.220,1,1,36,44,12.11127
0,192.168.0.220,1,1,44,31,9.015764
0,192.168.0.220,1,1,31,39,11.40114
0,192.168.0.220,1,1,39,47,12.53487
0,192.168.0.220,1,1,47,34,9.183673
0,192.168.0.220,1,1,34,42,11.82753
0,192.168.0.220,1,1,42,29,8.911237
0,192.168.0.220,1,1,29,37,11.11594
0,192.168.0.220,1,1,37,45,12.25274
0,192.168.0.220,1,1,45,32,9.070347
0,192.168.0.220,1,1,32,40,11.54328
0,192.168.0.220,1,1,40,27,8.813203
0,192.168.0.220,1,1,27,35,10.83008
0,192.168.0.220,1,1,35,43,11.96984
1,192.168.0.220,2,421,38,25,8.722804
1,192.168.0.220,2,421,25,12,8.456418
1,192.168.0.220,2,421,12,7,10.51096
1,192.168.0.220,2,421,7,15,8.120884
1,192.168.0.220,2,421,15,23,9.130214
1,192.168.0.220,2,421,23,10,8.500543
1,192.168.0.220,2,421,10,18,8.469753
1,192.168.0.220,2,421,18,26,9.548387
1,192.168.0.220,2,421,26,21,14.56739
1,192.168.0.220,2,421,21,16,13.19087
1,192.168.0.220,2,421,16,24,9.268465
1,192.168.0.220,2,421,24,11,8.474025
1,192.168.0.220,2,421,11,19,8.596158
1,192.168.0.220,2,421,19,14,12.61991
1,192.168.0.220,2,421,14,22,8.993604
1,192.168.0.220,2,421,22,30,10.1157
2,192.168.0.220,3,274,17,4,8.93296
2,192.168.0.220,3,274,4,9,9.552234
2,192.168.0.220,3,274,9,1,7.733861
2,192.168.0.220,3,274,1,6,8.581247
2,192.168.0.220,3,274,6,3,13.13368
2,192.168.0.220,3,274,3,8,9.227711
2,192.168.0.220,3,274,8,0,7.758987
2,192.168.0.220,3,274,0,13,9.708856
2,192.168.0.220,3,274,13,5,7.927378
2,192.168.0.220,3,274,5,2,12.48785
