PathId,Host,Universe,ChannelStart,Fixture0,Fixture1,DistanceFt
Path0,192.168.0.220,1,1,383,382,9.999563
Path0,192.168.0.220,1,1,382,381,9.999567
Path0,192.168.0.220,1,1,381,380,9.999566
Path0,192.168.0.220,1,1,380,379,9.999563
Path0,192.168.0.220,1,1,379,378,9.99956
Path0,192.168.0.220,1,1,378,377,9.999579
Path0,192.168.0.220,1,1,377,376,9.999565
Path0,192.168.0.220,1,1,376,375,9.999563
Path0,192.168.0.220,1,1,375,374,9.99956
Path0,192.168.0.220,1,1,374,373,9.999572
Path0,192.168.0.220,1,1,373,372,9.999568
Path0,192.168.0.220,1,1,372,371,9.999565
Path0,192.168.0.220,1,1,371,370,9.999549
Path0,192.168.0.220,1,1,370,369,9.999553
Path0,192.168.0.220,1,1,369,368,9.999552
Path0,192.168.0.220,1,1,368,367,9.999548
Path0,192.168.0.220,1,1,367,366,9.999556
Path1,192.168.0.220,2,379,315,314,10.28908
Path1,192.168.0.220,2,379,314,313,10.28908
Path1,192.168.0.220,2,379,313,312,10.28907
Path1,192.168.0.220,2,379,312,311,10.28907
Path1,192.168.0.220,2,379,311,310,10.28908
Path1,192.168.0.220,2,379,310,309,10.28908
Path1,192.168.0.220,2,379,309,308,10.28908
Path1,192.168.0.220,2,379,308,307,10.28907
Path1,192.168.0.220,2,379,307,306,10.28908
Path1,192.168.0.220,2,379,306,305,10.28908
Path1,192.168.0.220,2,379,305,304,10.28907
Path1,192.168.0.220,2,379,304,303,10.28908
Path1,192.168.0.220,2,379,303,302,10.28907
Path1,192.168.0.220,2,379,302,301,10.28908
Path1,192.168.0.220,2,379,301,300,10.28907
Path2,192.168.0.220,3,211,255,254,10.66746
Path2,192.168.0.220,3,211,254,253,10.66746
Path2,192.168.0.220,3,211,253,252,10.66746
Path2,192.168.0.220,3,211,252,251,10.66746
Path2,192.168.0.220,3,211,251,250,10.66745
Path2,192.168.0.220,3,211,250,249,10.66747
Path2,192.168.0.220,3,211,249,248,10.66746
Path2,192.168.0.220,3,211,248,247,10.66745
Path2,192.168.0.220,3,211,247,246,10.66747
Path2,192.168.0.220,3,211,246,245,10.66744
Path2,192.168.0.220,3,211,245,244,10.66746
Path2,192.168.0.220,3,211,244,243,10.66746
Path2,192.168.0.220,3,211,243,242,10.66746
Path3,192.168.0.220,4,1,201,200,10.25225
Path3,192.168.0.220,4,1,200,199,10.25225
Path3,192.168.0.220,4,1,199,198,10.25225
Path3,192.168.0.220,4,1,198,197,10.25225
Path3,192.168.0.220,4,1,197,196,10.25226
Path3,192.168.0.220,4,1,196,195,10.25225
Path3,192.168.0.220,4,1,195,194,10.25225
Path3,192.168.0.220,4,1,194,193,10.25226
Path3,192.168.0.220,4,1,193,192,10.25226
Path3,192.168.0.220,4,1,192,191,10.25226
Path3,192.168.0.220,4,1,191,190,10.25226
Path3,192.168.0.220,4,1,190,189,10.25226
Path4,192.168.0.221,1,274,153,152,10.73618
Path4,192.168.0.221,1,274,152,151,10.73619
Path4,192.168.0.221,1,274,151,150,10.73618
Path4,192.168.0.221,1,274,150,149,10.73619
Path4,192.168.0.221,1,274,149,148,10.73618
Path4,192.168.0.221,1,274,148,147,10.73618
Path4,192.168.0.221,1,274,147,146,10.73619
Path4,192.168.0.221,1,274,146,145,10.73617
Path4,192.168.0.221,1,274,145,144,10.73618
Path4,192.168.0.221,1,274,144,143,10.73618
Path5,192.168.0.221,2,1,111,110,10.19017
Path5,192.168.0.221,2,1,110,109,10.19017
Path5,192.168.0.221,2,1,109,108,10.19018
Path5,192.168.0.221,2,1,108,107,10.19017
Path5,192.168.0.221,2,1,107,106,10.19017
Path5,192.168.0.221,2,1,106,105,10.19017
Path5,192.168.0.221,2,1,105,104,10.19018
Path5,192.168.0.221,2,1,104,103,10.19016
Path5,192.168.0.221,2,1,103,102,10.19017
Path5,192.168.0.221,2,1,102,68,9.996415
Path5,192.168.0.221,2,1,68,69,10.86191
Path5,192.168.0.221,2,1,69,70,10.86191
Path5,192.168.0.221,2,1,70,71,10.86191
Path5,192.168.0.221,2,1,71,72,10.86191
Path5,192.168.0.221,2,1,72,73,10.86191
Path5,192.168.0.221,2,1,73,74,10.86191
Path5,192.168.0.221,2,1,74,75,10.86191
Path6,192.168.0.221,3,379,45,44,10.06382
Path6,192.168.0.221,3,379,44,43,10.06383
Path6,192.168.0.221,3,379,43,42,10.06382
Path6,192.168.0.221,3,379,42,41,10.06382
Path6,192.168.0.221,3,379,41,40,10.06382
Path6,192.168.0.221,3,379,40,39,10.06382
Path6,192.168.0.221,3,379,39,17,10.04011
Path6,192.168.0.221,3,379,17,18,11.16735
Path6,192.168.0.221,3,379,18,19,11.16735
Path6,192.168.0.221,3,379,19,20,11.16735
Path6,192.168.0.221,3,379,20,21,11.16735
Path6,192.168.0.221,3,379,21,5,10.10223
Path6,192.168.0.221,3,379,5,4,14.39902
Path6,192.168.0.221,3,379,4,3,14.39902
Path7,192.168.0.221,4,190,384,385,9.999564
Path7,192.168.0.221,4,190,385,386,9.999567
Path7,192.168.0.221,4,190,386,387,9.999567
Path7,192.168.0.221,4,190,387,388,9.999565
Path7,192.168.0.221,4,190,388,389,9.999565
Path7,192.168.0.221,4,190,389,390,9.999555
Path7,192.168.0.221,4,190,390,391,9.999578
Path7,192.168.0.221,4,190,391,392,9.999561
Path7,192.168.0.221,4,190,392,393,9.99956
Path7,192.168.0.221,4,190,393,394,9.999574
Path7,192.168.0.221,4,190,394,395,9.999541
Path7,192.168.0.221,4,190,395,396,9.999538
Path7,192.168.0.221,4,190,396,397,9.999538
Path7,192.168.0.221,4,190,397,398,9.999537
Path7,192.168.0.221,4,190,398,399,9.999536
Path7,192.168.0.221,4,190,399,400,9.999536
Path7,192.168.0.221,4,190,400,401,9.999539
Path8,192.168.0.222,1,64,316,317,10.28908
Path8,192.168.0.222,1,64,317,318,10.28907
Path8,192.168.0.222,1,64,318,319,10.28907
Path8,192.168.0.222,1,64,319,320,10.28908
Path8,192.168.0.222,1,64,320,321,10.28907
Path8,192.168.0.222,1,64,321,322,10.28908
Path8,192.168.0.222,1,64,322,323,10.28908
Path8,192.168.0.222,1,64,323,324,10.28907
Path8,192.168.0.222,1,64,324,325,10.28905
Path8,192.168.0.222,1,64,325,326,10.28908
Path8,192.168.0.222,1,64,326,327,10.28907
Path8,192.168.0.222,1,64,327,328,10.28907
Path8,192.168.0.222,1,64,328,329,10.28908
Path8,192.168.0.222,1,64,329,330,10.28908
Path8,192.168.0.222,1,64,330,331,10.28907
Path9,192.168.0.222,2,400,256,257,10.66746
Path9,192.168.0.222,2,400,257,258,10.66746
Path9,192.168.0.222,2,400,258,259,10.66746
Path9,192.168.0.222,2,400,259,260,10.66745
Path9,192.168.0.222,2,400,260,261,10.66747
Path9,192.168.0.222,2,400,261,262,10.66746
Path9,192.168.0.222,2,400,262,263,10.66745
Path9,192.168.0.222,2,400,263,264,10.66747
Path9,192.168.0.222,2,400,264,265,10.66746
Path9,192.168.0.222,2,400,265,266,10.66745
Path9,192.168.0.222,2,400,266,267,10.66746
Path9,192.168.0.222,2,400,267,268,10.66746
Path9,192.168.0.222,2,400,268,269,10.66746
Path10,192.168.0.222,3,190,202,203,10.25225
Path10,192.168.0.222,3,190,203,204,10.25225
Path10,192.168.0.222,3,190,204,205,10.25225
Path10,192.168.0.222,3,190,205,206,10.25225
Path10,192.168.0.222,3,190,206,207,10.25225
Path10,192.168.0.222,3,190,207,208,10.25224
Path10,192.168.0.222,3,190,208,209,10.25226
Path10,192.168.0.222,3,190,209,210,10.25225
Path10,192.168.0.222,3,190,210,211,10.25225
Path10,192.168.0.222,3,190,211,212,10.25226
Path10,192.168.0.222,3,190,212,213,10.25225
Path10,192.168.0.222,3,190,213,214,10.25225
Path11,192.168.0.222,4,463,154,155,10.73618
Path11,192.168.0.222,4,463,155,156,10.73618
Path11,192.168.0.222,4,463,156,157,10.73618
Path11,192.168.0.222,4,463,157,158,10.73618
Path11,192.168.0.222,4,463,158,159,10.73618
Path11,192.168.0.222,4,463,159,160,10.73618
Path11,192.168.0.222,4,463,160,161,10.7362
Path11,192.168.0.222,4,463,161,162,10.73621
Path11,192.168.0.222,4,463,162,163,10.73621
Path11,192.168.0.222,4,463,163,164,10.7362
Path12,192.168.0.223,1,190,112,113,10.19018
Path12,192.168.0.223,1,190,113,114,10.19017
Path12,192.168.0.223,1,190,114,115,10.19018
Path12,192.168.0.223,1,190,115,116,10.19017
Path12,192.168.0.223,1,190,116,117,10.19016
Path12,192.168.0.223,1,190,117,118,10.19017
Path12,192.168.0.223,1,190,118,119,10.19018
Path12,192.168.0.223,1,190,119,120,10.19018
Path12,192.168.0.223,1,190,120,121,10.19018
Path12,192.168.0.223,1,190,121,83,9.996428
Path12,192.168.0.223,1,190,83,82,10.86191
Path12,192.168.0.223,1,190,82,81,10.86191
Path12,192.168.0.223,1,190,81,80,10.86191
Path12,192.168.0.223,1,190,80,79,10.86191
Path12,192.168.0.223,1,190,79,78,10.86191
Path12,192.168.0.223,1,190,78,77,10.86191
Path12,192.168.0.223,1,190,77,76,10.86191
Path13,192.168.0.223,2,64,46,47,10.06382
Path13,192.168.0.223,2,64,47,48,10.06382
Path13,192.168.0.223,2,64,48,49,10.06382
Path13,192.168.0.223,2,64,49,50,10.06382
Path13,192.168.0.223,2,64,50,51,10.06382
Path13,192.168.0.223,2,64,51,52,10.06382
Path13,192.168.0.223,2,64,52,26,10.04011
Path13,192.168.0.223,2,64,26,25,11.16735
Path13,192.168.0.223,2,64,25,24,11.16735
Path13,192.168.0.223,2,64,24,23,11.16735
Path13,192.168.0.223,2,64,23,22,11.16735
Path13,192.168.0.223,2,64,22,6,10.10222
Path13,192.168.0.223,2,64,6,7,14.39902
Path13,192.168.0.223,2,64,7,8,14.39902
Path14,192.168.0.224,1,379,348,349,9.999554
Path14,192.168.0.224,1,379,349,350,9.999553
Path14,192.168.0.224,1,379,350,351,9.999562
Path14,192.168.0.224,1,379,351,352,9.999548
Path14,192.168.0.224,1,379,352,353,9.999557
Path14,192.168.0.224,1,379,353,354,9.999549
Path14,192.168.0.224,1,379,354,355,9.99955
